KODEPT,PT,tutup,KEBIJAKAN_UNGGAH,KEBIJAKAN_VERIFIED,KEBIJAKAN_VALID,STANDAR_INSTITUSI_UNGGAH,STANDAR_INSTITUSI_VERIFIED,STANDAR_INSTITUSI_VALID,JML_STDLAIN_VALID,AMI_UNGGAH,AMI_VERIFIED,AMI_VALID,EVALUASI_LAIN_UNGGAH,EVALUASI_LAIN_VERIFIED,EVALUASI_LAIN_VALID,JML_EVAL_LAIN_VALID,PENGENDALIAN_UNGGAH,PENGENDALIAN_VERIFIED,PENGENDALIAN_VALID,PENINGKATAN_UNGGAH,PENINGKATAN_VERIFIED,PENINGKATAN_VALID,BOBOT VALID,KETERANGAN VALID,BOBOT VERIFIKASI,KETERANGAN,BOBOT UNGGAH ,KETERANGAN,KLASTER
43093,Sekolah Tinggi Ilmu Ekonomi YP-Karya,,6,6,2,10,9,0,0,3,0,0,4,0,0,0,1,0,0,6,0,0,6%,Belum Tervalidasi,43%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
43134,Sekolah Tinggi Ilmu Ekonomi YPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43364,Sekolah Tinggi Ilmu Hukum dan Politik Pelopor Bangsa,,6,6,6,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37%,Belum Tervalidasi,37%,Belum Terverifikasi,37%,Tidak Lengkap,Merah
43247,Sekolah Tinggi Ilmu Hukum Dharma Andhiga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43106,Sekolah Tinggi Ilmu Hukum Gunung Jati,,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,17%,Tidak Lengkap,Kuning
43329,Sekolah Tinggi Ilmu Hukum Painan,,6,4,4,10,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,77%,Tidak Lengkap,Merah
43315,Sekolah Tinggi Ilmu Keperawatan PPNI Jawa Barat,,6,0,0,10,10,10,0,3,0,0,4,1,1,1,1,1,1,6,6,6,49%,Belum Tervalidasi,49%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
43372,Sekolah Tinggi Ilmu Kesehatan Ahmad Dahlan Cirebon,,6,6,6,6,6,6,4,3,0,0,3,0,0,0,6,6,6,6,6,6,69%,Belum Tervalidasi,69%,Belum Terverifikasi,77%,Tidak Lengkap,Hijau
43387,Sekolah Tinggi Ilmu Kesehatan Aksari,,6,6,0,10,10,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,46%,Belum Terverifikasi,54%,Tidak Lengkap,Kuning
43295,Sekolah Tinggi Ilmu Kesehatan Bani Saleh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43231,Sekolah Tinggi Ilmu Kesehatan Banten,,6,6,6,10,10,10,3,3,3,3,1,1,1,0,9,9,7,6,6,6,91%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Kuning
43389,Sekolah Tinggi Ilmu Kesehatan Bhakti Husada Cikarang,,6,6,6,9,9,9,1,3,3,3,0,0,0,0,1,1,1,6,6,6,71%,Belum Tervalidasi,71%,Belum Terverifikasi,71%,Tidak Lengkap,Hijau
43188,Sekolah Tinggi Ilmu Kesehatan Bina Putera Banjar,,6,6,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Hijau
43365,Sekolah Tinggi Ilmu Kesehatan Bogor Husada,,6,6,6,7,7,7,1,3,0,0,0,0,0,0,6,6,6,6,2,2,60%,Belum Tervalidasi,60%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning
43284,Sekolah Tinggi Ilmu Kesehatan Budhi Luhur Cimahi,,6,6,6,10,10,10,8,3,3,3,4,0,0,0,9,9,9,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Hijau
43382,Sekolah Tinggi Ilmu Kesehatan Cianjur,,6,6,5,10,10,10,0,3,3,1,0,0,0,0,7,7,7,6,6,5,80%,Belum Tervalidasi,91%,Belum Terverifikasi,91%,Tidak Lengkap,Merah
43178,Sekolah Tinggi Ilmu Kesehatan Cirebon,,6,6,6,10,10,10,1,3,3,2,4,4,2,0,1,1,0,6,6,6,69%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
43212,Sekolah Tinggi Ilmu Kesehatan Dharma Husada,,6,6,6,10,10,10,4,3,2,2,1,1,1,1,7,6,0,6,5,5,66%,Belum Tervalidasi,83%,Belum Terverifikasi,91%,Tidak Lengkap,Kuning
43332,Sekolah Tinggi Ilmu Kesehatan Holistik,,6,1,1,10,10,10,2,3,0,0,3,1,1,0,3,3,3,6,2,2,46%,Belum Tervalidasi,46%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
43381,Sekolah Tinggi Ilmu Kesehatan Horizon Karawang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
43213,Sekolah Tinggi Ilmu Kesehatan Indramayu,,6,6,6,10,10,10,1,3,3,3,4,4,4,1,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
43366,Sekolah Tinggi Ilmu Kesehatan Khas Kempek,,6,6,6,9,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,43%,Belum Terverifikasi,43%,Tidak Lengkap,Merah
43288,Sekolah Tinggi Ilmu Kesehatan Kuningan,,6,6,6,10,7,7,1,3,1,1,4,3,3,7,7,1,1,6,6,6,60%,Belum Tervalidasi,60%,Belum Terverifikasi,91%,Tidak Lengkap,Hijau
43385,Sekolah Tinggi Ilmu Kesehatan Lenggogeni Padang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
43216,Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Hijau
43371,Sekolah Tinggi Ilmu Kesehatan Pelita Ilmu Depok,,6,6,6,9,9,9,2,3,3,3,0,0,0,0,6,6,6,6,6,6,86%,Belum Tervalidasi,86%,Belum Terverifikasi,86%,Tidak Lengkap,Hijau
43374,Sekolah Tinggi Ilmu Kesehatan Permata Nusantara,,6,6,6,10,10,10,17,3,3,3,4,4,3,0,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning
43220,Sekolah Tinggi Ilmu Kesehatan Respati,,6,6,5,10,10,10,1,3,3,3,1,1,1,0,8,8,8,6,6,6,91%,Belum Tervalidasi,94%,Belum Terverifikasi,94%,Tidak Lengkap,Merah
43386,Sekolah Tinggi Ilmu Kesehatan RS Dustira,,6,6,6,10,10,10,19,3,3,3,1,0,0,0,9,9,9,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Kuning
43358,Sekolah Tinggi Ilmu Kesehatan Salsabila Serang,,6,1,1,10,8,8,1,3,0,0,4,0,0,0,10,10,10,6,6,6,71%,Belum Tervalidasi,71%,Belum Terverifikasi,100%,Sudah Unggah,Hijau
43301,Sekolah Tinggi Ilmu Kesehatan Santo Borromeus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43286,Sekolah Tinggi Ilmu Kesehatan Sukabumi,,6,6,6,5,5,5,3,3,3,3,4,0,0,3,5,5,5,6,2,2,60%,Belum Tervalidasi,60%,Belum Terverifikasi,71%,Tidak Lengkap,Merah
43282,Sekolah Tinggi Ilmu Kesehatan Widya Dharma Husada Tangerang,,6,6,6,10,10,10,7,3,3,3,4,4,4,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
43388,Sekolah Tinggi Ilmu Kesehatan Yayasan Lembaga Pendidikan Prada,,6,5,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,43%,Belum Terverifikasi,46%,Tidak Lengkap,Merah
43383,Sekolah Tinggi Ilmu Kesehatan YPSDMI,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah
43359,Sekolah Tinggi Ilmu Komputer El Rahma,,6,6,6,10,10,10,2,3,3,3,4,0,0,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Merah
43177,Sekolah Tinggi Ilmu Komputer Poltek Cirebon,,6,0,0,6,6,6,0,3,3,3,3,3,3,0,10,1,0,6,0,0,26%,Belum Tervalidasi,29%,Belum Terverifikasi,89%,Tidak Lengkap,Hijau
43045,Sekolah Tinggi Ilmu Komunikasi Bandung,1,0,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,17%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Merah
43258,Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya,,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,26%,Tidak Lengkap,Merah
43207,Sekolah Tinggi Ilmu Manajemen Budi Bakti,,6,6,6,10,10,10,2,3,3,3,2,2,2,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Merah
43241,Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Kuning
43182,Sekolah Tinggi Ilmu Teknik Bina Putra,,6,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,51%,Tidak Lengkap,Merah
43346,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al-Amin Indramayu,,6,2,2,10,7,7,3,3,1,1,4,4,2,0,0,0,0,0,0,0,29%,Belum Tervalidasi,29%,Belum Terverifikasi,54%,Tidak Lengkap,Merah
43326,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bina Mutiara,,6,6,6,10,10,10,4,3,3,3,4,4,4,5,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Hijau
43034,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pasundan,,6,3,3,6,3,3,5,1,1,1,3,1,1,0,0,0,0,0,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,37%,Tidak Lengkap,Kuning
43186,Sekolah Tinggi Kesehatan Indonesia Wirautama,,6,0,0,10,0,0,1,3,0,0,4,0,0,21,7,0,0,6,6,6,17%,Belum Tervalidasi,17%,Belum Terverifikasi,91%,Tidak Lengkap,Merah
43377,Sekolah Tinggi Manajemen Informatika dan Komputer Al Muslim,,6,6,6,10,10,10,4,3,3,3,3,3,3,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Merah
43380,Sekolah Tinggi Manajemen Informatika dan Komputer Al-Fath,,6,6,6,10,10,10,0,3,3,3,0,0,0,0,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
43378,Sekolah Tinggi Manajemen Informatika dan Komputer Horizon Karawang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
43392,Sekolah Tinggi Manajemen Informatika Komputer Tazkia,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Kuning
43057,Sekolah Tinggi Matematika & Ilmu Pengetahuan Alam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43078,Sekolah Tinggi Pariwisata Ars Internasional,,6,6,6,9,3,3,6,3,1,1,1,0,0,0,8,8,3,6,5,5,51%,Belum Tervalidasi,66%,Belum Terverifikasi,91%,Tidak Lengkap,Kuning
43319,Sekolah Tinggi Pariwisata Bogor,,6,6,6,10,10,10,10,3,3,3,4,4,4,2,4,0,0,6,6,6,71%,Belum Tervalidasi,71%,Belum Terverifikasi,83%,Tidak Lengkap,Hijau
43368,Sekolah Tinggi Pendidikan Holistik Berbasis Karakter,,6,1,1,7,3,3,0,3,0,0,1,0,0,3,1,0,0,6,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,66%,Tidak Lengkap,Merah
43187,Sekolah Tinggi Seni Musik Bandung,,6,6,6,10,10,10,0,3,3,3,4,0,0,1,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
43217,Sekolah Tinggi Teknik Karawang,,6,6,6,10,10,10,1,3,3,3,0,0,0,1,5,5,5,6,6,6,86%,Belum Tervalidasi,86%,Belum Terverifikasi,86%,Tidak Lengkap,Kuning
43059,Sekolah Tinggi Teknologi Bandung,1,0,0,6,0,0,10,10,0,0,3,0,0,1,1,0,0,6,0,0,6,89%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Kuning
43240,Sekolah Tinggi Teknologi Banten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
43044,Sekolah Tinggi Teknologi Bina Tunggal,,6,6,6,4,4,4,0,3,3,3,4,4,1,0,1,1,1,6,6,6,57%,Belum Tervalidasi,57%,Belum Terverifikasi,57%,Tidak Lengkap,Merah
43100,Sekolah Tinggi Teknologi Cipasung,,6,6,6,10,10,10,1,3,3,3,1,1,1,0,3,3,0,6,6,6,71%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Hijau
43050,Sekolah Tinggi Teknologi Cirebon,,6,6,6,9,8,8,9,3,3,3,2,2,2,0,1,1,1,6,1,1,54%,Belum Tervalidasi,54%,Belum Terverifikasi,71%,Tidak Lengkap,Hijau
43189,Sekolah Tinggi Teknologi Dr Kh Ez Muttaqien,,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,40%,Tidak Lengkap,Merah
43290,Sekolah Tinggi Teknologi Duta Bangsa,,6,6,6,10,10,10,1,3,3,3,4,4,4,0,8,8,8,6,6,6,94%,Belum Tervalidasi,94%,Belum Terverifikasi,94%,Tidak Lengkap,Hijau
43218,Sekolah Tinggi Teknologi Fatahillah Cilegon,,6,6,6,10,10,10,3,3,3,3,2,2,2,0,5,5,5,6,6,6,86%,Belum Tervalidasi,86%,Belum Terverifikasi,86%,Tidak Lengkap,Hijau
43376,Sekolah Tinggi Teknologi Garut,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Kuning
43234,Sekolah Tinggi Teknologi Ilmu Komputer (STTIKOM) Insan Unggul,,6,6,6,10,10,10,0,3,3,3,4,3,3,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Merah
43132,Sekolah Tinggi Teknologi Industri dan Farmasi Bogor,,6,6,6,10,10,10,1,3,3,3,4,2,2,1,10,10,8,6,6,4,89%,Belum Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
43192,Sekolah Tinggi Teknologi Informatika Sony Sugema,,6,6,6,10,10,10,0,3,3,3,1,1,1,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
43113,Sekolah Tinggi Teknologi Jawa Barat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
43040,Sekolah Tinggi Teknologi Mandala,,6,6,6,10,10,10,7,3,3,3,4,4,4,0,5,5,5,6,6,6,86%,Belum Tervalidasi,86%,Belum Terverifikasi,86%,Tidak Lengkap,Kuning
43049,Sekolah Tinggi Teknologi Mineral Indonesia,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Kuning
43253,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,,6,6,6,10,10,10,0,3,1,1,3,3,3,0,3,3,3,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
43262,Sekolah Tinggi Teknologi Pratama Adi,,6,6,6,10,10,10,0,3,3,3,4,4,4,0,1,0,0,6,6,6,71%,Belum Tervalidasi,71%,Belum Terverifikasi,74%,Tidak Lengkap,Hijau
43331,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,,6,6,6,9,9,9,1,3,3,1,4,3,3,0,9,0,0,6,0,0,46%,Belum Tervalidasi,51%,Belum Terverifikasi,94%,Tidak Lengkap,Merah
43107,Sekolah Tinggi Teknologi Texmaco,,6,6,6,3,3,3,0,3,3,3,1,1,1,0,3,3,3,6,1,1,46%,Belum Tervalidasi,46%,Belum Terverifikasi,60%,Tidak Lengkap,Hijau
43167,Sekolah Tinggi Teknologi Wastukancana,,6,6,6,9,9,9,1,3,3,3,2,2,2,0,8,8,8,6,6,6,91%,Belum Tervalidasi,91%,Belum Terverifikasi,91%,Tidak Lengkap,Hijau
43325,Sekolah Tinggi Teknologi YBS Internasional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43269,STIE Dharma Negara,,6,6,6,10,10,10,2,3,3,3,0,0,0,0,9,9,9,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Merah
43306,STIE Pasim Sukabumi,,6,6,6,10,10,10,27,3,3,3,3,3,3,5,9,9,9,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Merah
43318,STIEB Perdana Mandiri,,6,6,6,8,8,8,3,3,1,1,3,0,0,2,3,0,0,6,1,1,46%,Belum Tervalidasi,46%,Belum Terverifikasi,74%,Tidak Lengkap,Kuning
43347,STIKES An Nasher Cirebon,,6,6,3,10,3,3,3,3,0,0,0,0,0,1,1,0,0,3,0,0,17%,Belum Tervalidasi,26%,Belum Terverifikasi,66%,Tidak Lengkap,Kuning
43292,STIKES Faathir Husada,,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,6%,Belum Terverifikasi,17%,Tidak Lengkap,Hijau
43298,STIKES Karsa Husada Garut,,6,6,0,4,4,4,0,3,3,3,2,2,1,1,4,4,0,6,1,1,23%,Belum Tervalidasi,51%,Belum Terverifikasi,66%,Tidak Lengkap,Kuning
43277,STIKES Muhammadiyah Ciamis,,6,6,6,10,10,10,2,3,3,3,4,1,1,1,7,2,2,6,6,6,77%,Belum Tervalidasi,77%,Belum Terverifikasi,91%,Tidak Lengkap,Hijau
43356,STIKES Muhammadiyah Cirebon,,6,6,6,10,10,10,2,3,3,3,4,4,4,0,10,10,10,6,6,5,97%,Belum Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Kuning
43361,STIKES Muhammadiyah Kuningan,,6,4,4,9,9,9,2,3,3,3,2,0,0,4,9,9,9,0,0,0,71%,Belum Tervalidasi,71%,Belum Terverifikasi,77%,Tidak Lengkap,Kuning
43348,STIKES Prima Indonesia,,6,6,6,9,9,9,1,3,0,0,4,0,0,1,10,10,10,6,6,6,89%,Belum Tervalidasi,89%,Belum Terverifikasi,97%,Tidak Lengkap,Merah
43351,STIKES Raflesia,,6,5,5,10,6,6,1,3,3,3,1,0,0,0,7,7,7,6,5,5,74%,Belum Tervalidasi,74%,Belum Terverifikasi,91%,Tidak Lengkap,Kuning
43270,STIKES Wijaya Husada Bogor,,6,6,6,10,10,10,3,3,0,0,3,0,0,0,3,3,3,6,0,0,54%,Belum Tervalidasi,54%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
43239,STISIP Banten Raya,,6,6,6,6,3,3,0,3,3,3,2,0,0,0,3,0,0,6,0,0,34%,Belum Tervalidasi,34%,Belum Terverifikasi,69%,Tidak Lengkap,Merah
43183,STISIP Bina Putera Banjar,,6,6,6,10,10,10,8,3,3,0,1,0,0,0,1,1,1,0,0,0,49%,Belum Tervalidasi,57%,Belum Terverifikasi,57%,Tidak Lengkap,Merah
43327,STISIP Guna Nusantara,,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,20%,Tidak Lengkap,Merah
43367,STISIP Samudera Indonesia Selatan,,6,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,34%,Tidak Lengkap,Merah
43252,STISIP Setia Budhi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
43148,STISIP Syamsul Ulum,,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,3%,Belum Terverifikasi,17%,Tidak Lengkap,Hijau
43110,STISIP Tasikmalaya,,6,6,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,6,43%,Belum Tervalidasi,43%,Belum Terverifikasi,43%,Tidak Lengkap,Merah
43341,STISIP Trimasda Cilegon,,6,6,6,10,10,10,1,3,3,3,2,0,0,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
43103,STISIP Widyapuri Mandiri,,6,6,6,10,10,10,2,3,3,3,4,0,0,0,10,10,10,6,0,0,83%,Belum Tervalidasi,83%,Belum Terverifikasi,100%,Sudah Unggah,Merah
43111,STKIP Arrahmaniyah,,6,6,4,6,6,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,29%,Belum Tervalidasi,34%,Belum Terverifikasi,46%,Tidak Lengkap,Merah
43350,STKIP Babunnajah Pandeglang,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah
43289,STKIP Banten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Hijau
43362,STKIP La Tansa Mashiro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
43322,STKIP Muhammadiyah Bogor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43323,STKIP Muhammadiyah Kuningan,,6,6,6,9,9,9,1,3,3,3,3,3,3,0,10,10,10,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Kuning
43333,STKIP Mutiara Banten,,6,6,0,8,8,0,3,3,3,2,4,0,0,0,3,3,0,6,6,0,6%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
43334,STKIP Nahdlatul Ulama Indramayu,,6,6,1,7,7,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,3%,Belum Tervalidasi,37%,Belum Terverifikasi,71%,Tidak Lengkap,Merah
43340,STKIP PANCAKARYA,,6,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0%,Tidak Ada,63%,Belum Terverifikasi,63%,Tidak Lengkap,Merah
43336,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,1,0,0,6,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Hijau
43335,STKIP Purwakarta,,6,0,0,10,0,0,7,3,0,0,3,0,0,0,6,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,89%,Tidak Lengkap,Kuning
43223,STKIP Setia Budhi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43360,STKIP Sinar Cendekia,,6,6,6,10,10,10,6,3,3,1,1,1,1,4,9,9,9,1,1,1,77%,Belum Tervalidasi,83%,Belum Terverifikasi,83%,Tidak Lengkap,Merah
43339,STKIP Situs Banten di Serang,,6,6,1,8,8,8,0,3,3,1,0,0,0,0,1,1,1,0,0,0,31%,Belum Tervalidasi,51%,Belum Terverifikasi,51%,Tidak Lengkap,Merah
43321,STKIP Surya,,6,0,0,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9%,Belum Tervalidasi,9%,Belum Terverifikasi,46%,Tidak Lengkap,Kuning
43344,STKIP Syekh Manshur,,6,5,5,8,0,0,0,3,0,0,4,0,0,0,9,0,0,6,0,0,14%,Belum Tervalidasi,14%,Belum Terverifikasi,91%,Tidak Lengkap,Merah
43140,STKIP Yasika,,6,3,3,3,3,3,3,3,0,0,1,1,1,2,1,0,0,6,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,54%,Tidak Lengkap,Kuning
43137,STMIK Amik Bandung,,6,5,5,5,5,5,0,3,3,3,1,0,0,1,8,8,8,6,6,6,77%,Belum Tervalidasi,77%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
43311,STMIK Antar Bangsa,,6,4,4,10,8,8,1,3,2,2,1,0,0,0,1,0,0,0,0,0,40%,Belum Tervalidasi,40%,Belum Terverifikasi,57%,Tidak Lengkap,Merah
43063,STMIK Bandung,,6,6,6,10,10,10,0,3,3,3,3,3,2,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
43108,STMIK Bani Saleh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
43121,STMIK Cilegon,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah
43118,STMIK DCI,,6,6,6,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah
43268,STMIK Dharma Negara,,6,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,46%,Belum Terverifikasi,46%,Tidak Lengkap,Kuning
43233,STMIK Dharma Putra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
